BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,EXT,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,BLDFRONT,BLDDEPTH,AVLAND2,AVTOT2,EXLAND2,EXTOT2,YEAR,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,NTA,OWNER_RICHNESS,BIN_POPULARNESS,LTFRONT_WAS_NAN,LTDEPTH_WAS_NAN,STORIES_WAS_NAN,EXLAND_WAS_NAN,EXTOT_WAS_NAN,BLDFRONT_WAS_NAN,BLDDEPTH_WAS_NAN,AVLAND2_WAS_NAN,AVTOT2_WAS_NAN,EXLAND2_WAS_NAN,EXTOT2_WAS_NAN,Latitude_WAS_NAN,Longitude_WAS_NAN
A5,1,25.0,100.0,G,3.0,491000,7754,27792,98540.41012852485,335868.59502753214,nan_val,20.0,40.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.585162,-74.159286,502.0 category,51.0 category,27705.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
R3,1A,23.0,47.0,nan_val,1.0,301871,2883,16393,1470.0,1470.0,1017.0,23.0,25.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.592224,-74.149621,502.0 category,50.0 category,27301.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A9,1,18.0,109.0,G,3.0,378000,5033,19819,1470.0,1470.0,1017.0,18.0,37.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.61889,-74.167763,502.0 category,50.0 category,29104.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B2,1,44.0,98.0,nan_val,2.0,601000,11399,35496,1470.0,1470.0,1017.0,26.0,49.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.617149,-74.148283,501.0 category,50.0 category,251.0 category,Port Richmond,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B2,1,43.0,111.0,G,2.0,631000,13027,36697,3710.0,8210.0,1010.0,26.0,55.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.614362,-74.146839,501.0 category,50.0 category,251.0 category,Port Richmond,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
R3,1A,20.0,40.0,nan_val,1.0,241462,1897,13929,1897.0,5299.0,1010.0,20.0,26.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.622161,-74.164201,501.0 category,49.0 category,30302.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A1,1,50.0,100.0,G,2.0,687000,12020,36864,10110.0,10110.0,1010.0,26.0,46.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.57649,-74.130507,502.0 category,50.0 category,279.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B2,1,42.0,100.0,nan_val,2.0,570000,13006,34006,98540.41012852485,335868.59502753214,nan_val,27.0,48.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.611505,-74.166444,502.0 category,50.0 category,29104.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
B2,1,48.0,100.0,G,2.0,601000,11423,34848,1470.0,1470.0,1017.0,27.0,47.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.605685,-74.167103,502.0 category,50.0 category,29103.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B2,1,40.0,117.0,G,2.0,589000,9500,30744,98540.41012852485,335868.59502753214,nan_val,26.0,45.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.593439,-74.156821,502.0 category,51.0 category,27706.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
R3,1A,22.0,24.0,nan_val,1.0,275886,2300,15073,2300.0,10747.0,1015.0,21.0,23.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.609117,-74.157139,502.0 category,50.0 category,29104.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
R3,1A,2.0,106.55358316896779,nan_val,1.0,314058,889,15909,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.580765,-74.153667,502.0 category,51.0 category,27702.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,1,0,1,1,1,1,1,1,1,1,0,0
A5,1,15.0,96.0,nan_val,2.0,368000,5640,22080,98540.41012852485,335868.59502753214,nan_val,14.0,44.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.609197,-74.160442,502.0 category,50.0 category,29104.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
A2,1,40.0,100.0,nan_val,1.0,459000,10500,27540,1470.0,1470.0,1017.0,25.0,43.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.614724,-74.164849,502.0 category,50.0 category,29104.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A5,1,25.0,112.0,nan_val,2.0,404000,6684,20304,1470.0,1470.0,1017.0,17.0,45.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.593578,-74.165172,502.0 category,50.0 category,29103.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A5,1,25.0,110.0,G,3.0,438000,14700,26280,3210.0,3210.0,1017.0,15.0,45.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.591361,-74.156784,502.0 category,50.0 category,27705.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A9,1,22.0,125.0,G,2.0,387000,6742,19766,98540.41012852485,335868.59502753214,nan_val,22.0,47.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.618499,-74.160536,501.0 category,49.0 category,30301.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
B2,1,25.0,148.0,nan_val,3.0,587000,9410,32881,98540.41012852485,335868.59502753214,nan_val,18.0,50.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.58816,-74.148942,502.0 category,50.0 category,27704.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
A5,1,23.0,148.0,nan_val,2.0,444000,9360,26640,98540.41012852485,335868.59502753214,nan_val,15.0,47.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.587606,-74.152663,502.0 category,50.0 category,27704.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
R3,1A,18.0,80.0,nan_val,1.0,349174,2204,16369,98540.41012852485,335868.59502753214,nan_val,18.0,42.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.60261,-74.171618,502.0 category,50.0 category,29103.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
A2,1,45.0,92.0,G,1.0,408000,7108,19207,3210.0,3210.0,1017.0,27.0,48.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.623438,-74.167508,501.0 category,49.0 category,30302.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A5,1,25.0,100.0,G,2.0,396000,5720,21370,5720.0,13895.0,1015.0,16.0,43.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.623752,-74.15293,501.0 category,49.0 category,30302.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A5,1,25.0,100.0,G,2.0,429000,7289,25632,1470.0,1470.0,1017.0,16.0,52.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.590549,-74.154723,502.0 category,50.0 category,27705.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
V0,1B,20.0,30.0,nan_val,5.7279127725856265,7250,141,141,141.0,141.0,2201.0,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,rich,not popular,0,0,1,0,0,1,1,1,1,1,1,1,1
B2,1,57.0,108.0,EG,2.0,362000,12480,21720,98540.41012852485,335868.59502753214,nan_val,36.0,28.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.626433,-74.159655,501.0 category,49.0 category,30302.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
R3,1A,45.83709694359836,106.55358316896779,nan_val,2.0,294598,1662,12363,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.587345,-74.163151,502.0 category,51.0 category,27706.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,1,1,0,1,1,1,1,1,1,1,1,0,0
R3,1A,5.0,106.55358316896779,nan_val,2.0,300616,1459,12708,1459.0,1470.0,1017.0,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.58074,-74.15547,502.0 category,51.0 category,27702.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,1,0,0,0,1,1,1,1,1,1,0,0
OTHER_BUILDING_CLASS,4,50.0,86.0,nan_val,1.0,527000,86400,237150,98540.41012852485,335868.59502753214,nan_val,22.0,60.0,76860.0,206010.0,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.627054,-74.165009,501.0 category,49.0 category,30302.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
V0,1B,105.0,60.0,nan_val,5.7279127725856265,363000,2544,2544,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,rich,not popular,0,0,1,1,1,1,1,1,1,1,1,1,1
R3,1A,41.0,40.0,nan_val,1.0,223661,2055,12892,98540.41012852485,335868.59502753214,nan_val,24.0,26.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.622129,-74.165768,501.0 category,49.0 category,30302.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
B2,1,25.0,103.0,nan_val,2.0,410000,8280,24600,8280.0,18585.0,1010.0,17.0,42.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.618826,-74.164362,502.0 category,50.0 category,29104.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B2,1,44.0,100.0,G,2.0,621000,12079,36951,3210.0,3210.0,1017.0,29.0,55.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.609418,-74.167559,502.0 category,50.0 category,29103.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
R3,1A,2.0,20.0,nan_val,1.0,323544,858,14011,98540.41012852485,335868.59502753214,nan_val,23.0,20.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.576467,-74.162851,502.0 category,51.0 category,27702.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
A9,1,24.0,100.0,G,2.0,371000,6513,19970,3210.0,3210.0,1017.0,25.0,39.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.61881,-74.157774,501.0 category,49.0 category,30301.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
R3,1A,2.0,106.55358316896779,nan_val,1.0,182214,723,7476,723.0,1470.0,1017.0,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.585091,-74.163228,502.0 category,51.0 category,27702.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,1,0,0,0,1,1,1,1,1,1,0,0
B2,1,40.0,100.0,G,2.0,601000,12311,35234,98540.41012852485,335868.59502753214,nan_val,26.0,48.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.598964,-74.135109,502.0 category,50.0 category,27302.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
B9,1,14.0,102.0,nan_val,3.0,406000,4059,20097,1470.0,1470.0,1017.0,14.0,51.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.61554,-74.065936,501.0 category,49.0 category,6.0 category,OTHER_NTA,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
U2,3,30.0,643.0,nan_val,5.7279127725856265,0,0,0,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,poor,not popular,0,0,1,1,1,1,1,1,1,1,1,1,1
R3,1A,1.0,106.55358316896779,nan_val,1.0,301063,47,12106,47.0,1470.0,1017.0,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.580264,-74.160876,502.0 category,51.0 category,27702.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,very popular,0,1,0,0,0,1,1,1,1,1,1,0,0
R4,2,3.0,106.55358316896779,nan_val,7.0,37557,2867,16901,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,2882.0,14629.0,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.587767,-74.165557,502.0 category,51.0 category,27702.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,very rich,very popular,0,1,0,1,1,1,1,0,0,1,1,0,0
A5,1,18.0,100.0,G,2.0,452000,4291,21312,98540.41012852485,335868.59502753214,nan_val,18.0,39.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.585466,-74.158228,502.0 category,51.0 category,27705.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
OTHER_BUILDING_CLASS,1,72.0,107.0,nan_val,2.0,580000,13236,31464,98540.41012852485,335868.59502753214,nan_val,31.0,50.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.576499,-74.127105,502.0 category,50.0 category,279.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
B9,1,23.0,104.0,nan_val,3.0,544000,7731,31863,98540.41012852485,335868.59502753214,nan_val,23.0,50.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.595341,-74.160981,502.0 category,50.0 category,27301.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
A5,1,24.0,100.0,G,3.0,452000,6393,24081,1470.0,1470.0,1017.0,16.0,46.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.589513,-74.153449,502.0 category,50.0 category,27705.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
R3,1A,30.0,33.0,nan_val,1.0,311457,2032,14419,1470.0,1470.0,1017.0,29.0,32.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.621791,-74.167457,501.0 category,49.0 category,30302.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,7.0,44504,2288,20027,2288.0,9997.0,1010.0,38.35627666741522,58.19472798653954,2288.0,16308.0,2288.0,9067.0,2017/18,STATEN IS,40.577988,-74.162923,502.0 category,51.0 category,27702.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R3,1A,25.0,42.0,nan_val,1.0,262277,2927,15222,98540.41012852485,335868.59502753214,nan_val,25.0,34.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.618393,-74.15411,501.0 category,49.0 category,30301.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
R3,1A,22.0,27.0,nan_val,2.0,291206,3100,17463,1470.0,1470.0,1017.0,20.0,22.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.606974,-74.14983,502.0 category,50.0 category,27301.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A1,1,30.0,100.0,nan_val,3.0,525000,9681,26064,1470.0,1470.0,1017.0,18.0,36.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.575527,-74.136847,502.0 category,50.0 category,279.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
V0,1B,55.0,100.0,nan_val,5.7279127725856265,268000,432,432,432.0,432.0,OTHER_EXEMPTION_CODE,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,very rich,not popular,0,0,1,0,0,1,1,1,1,1,1,1,1
V0,1B,50.0,91.0,nan_val,5.7279127725856265,199000,6986,6986,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,rich,not popular,0,0,1,1,1,1,1,1,1,1,1,1,1
B9,1,24.0,140.0,nan_val,2.0,556000,8648,30240,1470.0,1470.0,1017.0,18.0,45.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.591716,-74.153757,502.0 category,50.0 category,27301.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B2,1,42.0,100.0,G,2.0,631000,11924,35830,98540.41012852485,335868.59502753214,nan_val,29.0,45.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.587768,-74.156574,502.0 category,51.0 category,27705.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
B2,1,43.0,108.0,G,2.0,592000,12360,35520,1470.0,1470.0,1017.0,27.0,55.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.610167,-74.167719,502.0 category,50.0 category,29103.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
V0,1B,60.0,100.0,nan_val,5.7279127725856265,285000,432,432,432.0,432.0,2201.0,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,very rich,not popular,0,0,1,0,0,1,1,1,1,1,1,1,1
A5,1,24.0,107.0,nan_val,2.0,415000,6960,24900,3210.0,3210.0,1017.0,20.0,53.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.57516,-74.163769,502.0 category,51.0 category,27702.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
RB,4,45.83709694359836,106.55358316896779,nan_val,2.0,193500,21317,87075,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,21317.0,74880.0,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.595341,-74.160531,502.0 category,51.0 category,27706.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
A5,1,27.0,100.0,nan_val,2.0,437000,8600,24404,1470.0,1470.0,1017.0,18.0,37.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.600353,-74.13773,502.0 category,50.0 category,27302.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A9,1,23.0,110.0,nan_val,2.0,354000,6619,20736,98540.41012852485,335868.59502753214,nan_val,14.0,46.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.620954,-74.161414,501.0 category,49.0 category,30301.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
B9,1,22.0,57.0,G,2.0,554000,9627,33127,1470.0,1470.0,1017.0,22.0,57.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.585799,-74.151414,502.0 category,50.0 category,27704.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
R3,1A,45.83709694359836,106.55358316896779,nan_val,1.0,262121,659,12118,659.0,1470.0,1017.0,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.583569,-74.158206,502.0 category,51.0 category,27702.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,1,1,0,0,0,1,1,1,1,1,1,0,0
A5,1,24.0,128.0,nan_val,2.0,325000,8700,19500,1470.0,1470.0,1017.0,16.0,48.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.623313,-74.162695,501.0 category,49.0 category,30302.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B2,1,21.0,117.0,G,2.0,627000,7291,34632,3210.0,3210.0,1017.0,29.0,53.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.583993,-74.153292,502.0 category,50.0 category,27704.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A5,1,22.0,100.0,G,2.0,410000,7526,22856,3210.0,3210.0,1017.0,14.0,47.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.597447,-74.16808,502.0 category,50.0 category,29103.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A5,1,23.0,41.0,nan_val,2.0,324000,4185,18576,98540.41012852485,335868.59502753214,nan_val,23.0,26.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.607084,-74.147871,502.0 category,50.0 category,27301.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
A2,1,170.0,108.0,nan_val,1.0,832000,27898,46237,98540.41012852485,335868.59502753214,nan_val,64.0,40.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.575678,-74.138986,502.0 category,50.0 category,279.0 category,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
B2,1,45.0,100.0,G,2.0,562000,12660,33720,98540.41012852485,335868.59502753214,nan_val,27.0,47.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.604248,-74.164226,502.0 category,50.0 category,29103.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
A5,1,35.0,111.0,nan_val,2.0,389000,5957,19152,98540.41012852485,335868.59502753214,nan_val,25.0,35.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.619006,-74.158931,501.0 category,49.0 category,30301.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
B2,1,40.0,120.0,nan_val,1.0,555000,7283,25582,1470.0,1470.0,1017.0,22.0,48.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.619362,-74.156129,501.0 category,49.0 category,30301.0 category,Mariner's Harbor-Arlington-Port Ivory-Graniteville,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A5,1,24.0,106.0,nan_val,2.0,449000,7613,24417,1470.0,1470.0,1017.0,16.0,45.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.59939,-74.16408,502.0 category,50.0 category,29103.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B9,1,30.0,127.0,G,2.0,569000,9149,27398,1470.0,1470.0,1017.0,22.0,53.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2017/18,STATEN IS,40.595186,-74.165597,502.0 category,50.0 category,29103.0 category,New Springville-Bloomfield-Travis,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
