BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,EXT,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,BLDFRONT,BLDDEPTH,AVLAND2,AVTOT2,EXLAND2,EXTOT2,YEAR,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,NTA,OWNER_RICHNESS,BIN_POPULARNESS,LTFRONT_WAS_NAN,LTDEPTH_WAS_NAN,STORIES_WAS_NAN,EXLAND_WAS_NAN,EXTOT_WAS_NAN,BLDFRONT_WAS_NAN,BLDDEPTH_WAS_NAN,AVLAND2_WAS_NAN,AVTOT2_WAS_NAN,EXLAND2_WAS_NAN,EXTOT2_WAS_NAN,Latitude_WAS_NAN,Longitude_WAS_NAN
RK,4,45.83709694359836,106.55358316896779,nan_val,6.0,3463000,118035,1558350,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,118035.0,1469160.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.719232,-74.008095,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,not popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,23.0,247784,17301,111503,17301.0,111503.0,6800.0,38.35627666741522,58.19472798653954,17301.0,100640.0,17301.0,100640.0,2018/19,MANHATTAN,40.70927,-74.016487,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,25.0,173338,11304,78002,98540.41012852485,335868.59502753214,nan_val,128.0,172.0,11304.0,67154.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.708006,-74.006164,101.0 category,1.0 category,1502.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,27.0,184550,14081,83048,14081.0,83048.0,6800.0,38.35627666741522,58.19472798653954,14081.0,76467.0,14081.0,76467.0,2018/19,MANHATTAN,40.709506,-74.018002,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,19.0,559937,10126,251972,98540.41012852485,335868.59502753214,nan_val,50.0,130.0,10126.0,208110.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.718024,-74.003903,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,10.0,1490979,68308,670941,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,68308.0,626505.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.720382,-74.006039,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,75.0,131.0,nan_val,11.0,357261,35876,160767,2450.0,2450.0,1017.0,38.35627666741522,58.19472798653954,35876.0,144765.0,2450.0,2450.0,2018/19,MANHATTAN,40.720404,-74.00544,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,0,0,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,31.0,617938,5775,278072,5775.0,278072.0,6800.0,38.35627666741522,58.19472798653954,5775.0,259880.0,5775.0,259880.0,2018/19,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,poor,not popular,1,1,0,0,0,1,1,0,0,0,0,1,1
RB,4,197.0,296.0,nan_val,40.0,2940129,296256,1323058,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,296256.0,1270445.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.702112,-74.011249,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,poor,popular,0,0,0,1,1,1,1,0,0,1,1,0,0
R1,2C,45.83709694359836,106.55358316896779,nan_val,6.0,585012,21084,184954,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.713487,-74.008134,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,not popular,1,1,0,1,1,1,1,1,1,1,1,0,0
G6,4,25.0,80.0,nan_val,5.7279127725856265,884000,397800,397800,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,368190.0,368190.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.719086,-73.99908,102.0 category,1.0 category,41.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,not popular,0,0,1,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,8.0,250120,12887,112554,2450.0,2450.0,1017.0,38.35627666741522,58.19472798653954,12887.0,91244.0,2450.0,2450.0,2018/19,MANHATTAN,40.715258,-73.997414,103.0 category,1.0 category,29.0 category,Chinatown,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,44.0,530849,9366,238882,98540.41012852485,46137.0,5110.0,132.0,115.0,9366.0,210692.0,417960.1818181818,40499.0,2018/19,MANHATTAN,40.705209,-74.009998,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,42.0,339565,41903,152804,98540.41012852485,10368.0,1925.0,261.0,185.0,41903.0,142824.0,417960.1818181818,10368.0,2018/19,MANHATTAN,40.706531,-74.011022,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,38.0,469917,58028,211463,98540.41012852485,39143.0,1925.0,151.0,149.0,58028.0,197167.0,417960.1818181818,39143.0,2018/19,MANHATTAN,40.707665,-74.010135,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,42.0,278961,34424,125532,98540.41012852485,17041.0,1925.0,261.0,185.0,34424.0,117333.0,417960.1818181818,17041.0,2018/19,MANHATTAN,40.706531,-74.011022,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
RS,4,45.83709694359836,106.55358316896779,nan_val,9.0,3289,509,1480,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,509.0,1341.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.720143,-74.008539,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,23.0,111185,5765,50033,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,5765.0,41490.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.711541,-74.006027,101.0 category,1.0 category,1501.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,29.0,208034,6656,93615,98540.41012852485,335868.59502753214,nan_val,190.0,221.0,6656.0,75899.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.716863,-74.012207,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,1,0,0,0,0,1,1,0,0
K4,4,59.0,46.0,nan_val,2.0,330000,47700,148500,98540.41012852485,335868.59502753214,nan_val,59.0,46.0,47700.0,147150.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.714448,-73.99811,103.0 category,1.0 category,29.0 category,Chinatown,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,23.0,247784,17301,111503,17301.0,111503.0,6800.0,38.35627666741522,58.19472798653954,17301.0,100640.0,17301.0,100640.0,2018/19,MANHATTAN,40.70927,-74.016487,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,94.0,119.0,nan_val,26.0,375299,21866,168885,98540.41012852485,335868.59502753214,nan_val,90.0,117.0,21866.0,143229.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.708445,-74.006886,101.0 category,1.0 category,1502.0 category,Battery Park City-Lower Manhattan,poor,very popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,44.0,282941,16873,127323,16873.0,127323.0,6800.0,38.35627666741522,58.19472798653954,16873.0,104058.0,16873.0,104058.0,2018/19,MANHATTAN,40.708809,-74.016116,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,17.0,464461,24480,209007,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,24480.0,182212.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.716407,-74.004783,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,25.0,195005,12717,87752,98540.41012852485,335868.59502753214,nan_val,128.0,172.0,12717.0,75553.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.708006,-74.006164,101.0 category,1.0 category,1502.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,44.0,291101,5136,130995,98540.41012852485,25300.0,5110.0,132.0,115.0,5136.0,115536.0,417960.1818181818,22208.0,2018/19,MANHATTAN,40.705209,-74.009998,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,rich,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,15.0,1030433,86725,463695,86725.0,463695.0,6800.0,38.35627666741522,58.19472798653954,86725.0,416878.0,86725.0,416878.0,2018/19,MANHATTAN,40.710233,-74.017021,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,26.0,230163,15087,103573,15087.0,103573.0,6800.0,38.35627666741522,58.19472798653954,15087.0,84788.0,15087.0,84788.0,2018/19,MANHATTAN,40.709311,-74.017764,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,very rich,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
RB,4,45.83709694359836,106.55358316896779,nan_val,7.0,88460,6017,39807,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,6017.0,35568.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.715848,-73.997428,103.0 category,1.0 category,29.0 category,Chinatown,poor,very popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,44.0,690994,12192,310947,98540.41012852485,60055.0,5110.0,132.0,115.0,12192.0,274254.0,417960.1818181818,52716.0,2018/19,MANHATTAN,40.705209,-74.009998,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,42.0,219449,27080,98752,98540.41012852485,6703.0,1925.0,261.0,185.0,27080.0,92298.0,417960.1818181818,6703.0,2018/19,MANHATTAN,40.706531,-74.011022,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,31.0,411092,3842,184991,3842.0,184991.0,6800.0,38.35627666741522,58.19472798653954,3842.0,172888.0,3842.0,172888.0,2018/19,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,poor,not popular,1,1,0,0,0,1,1,0,0,0,0,1,1
R4,2,45.83709694359836,106.55358316896779,nan_val,23.0,791141,41016,356013,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,41016.0,295214.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.711541,-74.006027,101.0 category,1.0 category,1501.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,44.0,306751,18295,138038,18295.0,138038.0,6800.0,38.35627666741522,58.19472798653954,18295.0,112817.0,18295.0,112817.0,2018/19,MANHATTAN,40.708809,-74.016116,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,38.0,214494,26487,96522,98540.41012852485,17866.0,1925.0,151.0,149.0,26487.0,89993.0,417960.1818181818,17866.0,2018/19,MANHATTAN,40.707665,-74.010135,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,10.0,593327,29382,266997,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,29382.0,214608.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.72221,-74.010722,101.0 category,1.0 category,39.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,14.0,1271073,31138,571983,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,31138.0,468558.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.719855,-74.007486,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R1,2C,45.83709694359836,106.55358316896779,nan_val,5.0,558679,8757,102689,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.709153,-74.00211,101.0 category,1.0 category,1501.0 category,Battery Park City-Lower Manhattan,poor,not popular,1,1,0,1,1,1,1,1,1,1,1,0,0
RK,4,45.83709694359836,106.55358316896779,nan_val,16.0,5588000,66967,2514600,98540.41012852485,31010.0,1925.0,51.0,101.0,66662.0,2134080.0,417960.1818181818,31010.0,2018/19,MANHATTAN,40.709639,-74.008325,101.0 category,1.0 category,1502.0 category,Battery Park City-Lower Manhattan,poor,popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,27.0,498479,10054,224316,10054.0,224316.0,6800.0,38.35627666741522,58.19472798653954,10054.0,223400.0,10054.0,223400.0,2018/19,MANHATTAN,40.717524,-74.015469,101.0 category,1.0 category,31703.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
O5,4,25.0,93.0,nan_val,6.0,2575000,241200,1158750,98540.41012852485,335868.59502753214,nan_val,25.0,93.0,241200.0,945270.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.715156,-73.998784,103.0 category,1.0 category,29.0 category,Chinatown,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
RB,4,45.83709694359836,106.55358316896779,nan_val,7.0,102656,6983,46195,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,6983.0,41274.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.715848,-73.997428,103.0 category,1.0 category,29.0 category,Chinatown,poor,very popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,15.0,327447,21298,147351,98540.41012852485,23832.0,1925.0,110.0,84.0,21298.0,134448.0,417960.1818181818,23832.0,2018/19,MANHATTAN,40.70536,-74.008602,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,25.0,223138,15885,100412,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,15885.0,82121.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.717906,-74.003135,101.0 category,1.0 category,31.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,28.0,258993,16026,116547,16026.0,116547.0,6800.0,38.35627666741522,58.19472798653954,16026.0,106487.0,16026.0,106487.0,2018/19,MANHATTAN,40.707977,-74.016729,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,rich,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,5.7279127725856265,581822,66081,261820,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,66081.0,223907.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.714022,-74.006442,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,1,1,1,1,1,0,0,1,1,0,0
OTHER_BUILDING_CLASS,4,395.0,229.0,nan_val,40.0,107387000,4183414,48324150,4183414.0,48324150.0,6800.0,38.35627666741522,58.19472798653954,4183414.0,47595670.0,4183414.0,47595670.0,2018/19,MANHATTAN,40.705523,-74.01711,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,0,0,0,0,0,1,1,0,0,0,0,0,0
R0,2,45.83709694359836,106.55358316896779,nan_val,6.0,0,0,0,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.717247,-73.99917,103.0 category,1.0 category,29.0 category,Chinatown,poor,popular,1,1,0,1,1,1,1,1,1,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,26.0,408565,26779,183854,26779.0,183854.0,6800.0,38.35627666741522,58.19472798653954,26779.0,150508.0,26779.0,150508.0,2018/19,MANHATTAN,40.709311,-74.017764,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,very rich,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,25.0,195005,12717,87752,98540.41012852485,335868.59502753214,nan_val,128.0,172.0,12717.0,75553.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.708006,-74.006164,101.0 category,1.0 category,1502.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,7.0,329335,14449,148201,98540.41012852485,335868.59502753214,nan_val,100.0,80.0,14449.0,129272.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.717711,-73.996681,102.0 category,1.0 category,41.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,0,0,0,0,1,1,0,0
R4,2,133.0,122.0,nan_val,15.0,232503,22526,104626,22526.0,104626.0,6800.0,38.35627666741522,58.19472798653954,22526.0,92631.0,22526.0,92631.0,2018/19,MANHATTAN,40.710118,-74.016574,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,0,0,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,40.0,483172,19890,217427,19890.0,217427.0,6800.0,38.35627666741522,58.19472798653954,19890.0,194678.0,19890.0,194678.0,2018/19,MANHATTAN,40.705551,-74.0171,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,13.0,284754,19173,128139,98540.41012852485,2377.0,1925.0,122.0,90.0,19173.0,110099.0,417960.1818181818,2377.0,2018/19,MANHATTAN,40.7089,-74.007538,101.0 category,1.0 category,1502.0 category,Battery Park City-Lower Manhattan,poor,popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,9.0,714487,43406,321519,2450.0,2450.0,1017.0,50.0,76.0,43406.0,284849.0,2450.0,2450.0,2018/19,MANHATTAN,40.719012,-74.003398,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,0,0,0,0,0,0,0,0,0,0
O7,4,75.0,101.0,nan_val,4.0,5780000,675000,2601000,98540.41012852485,335868.59502753214,nan_val,75.0,99.0,675000.0,2407590.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.71176,-74.009386,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,35.0,567568,21828,255406,21828.0,255406.0,6800.0,202.0,102.0,21828.0,228053.0,21828.0,228053.0,2018/19,MANHATTAN,40.706171,-74.016862,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,0,0,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,38.0,642294,79314,289032,98540.41012852485,53502.0,1925.0,151.0,149.0,79314.0,269489.0,417960.1818181818,53502.0,2018/19,MANHATTAN,40.707665,-74.010135,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
K4,4,126.0,62.0,nan_val,3.0,10192000,742500,4586400,98540.41012852485,335868.59502753214,nan_val,126.0,62.0,742500.0,3782070.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.719141,-74.001508,102.0 category,1.0 category,45.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R0,2,24.0,100.0,nan_val,6.0,0,0,0,98540.41012852485,335868.59502753214,nan_val,25.0,95.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.721027,-74.004881,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,0,0,0,1,1,0,0,1,1,1,1,0,0
RB,4,45.83709694359836,106.55358316896779,nan_val,9.0,278514,12091,125331,98540.41012852485,52438.0,1985.0,146.0,105.0,12091.0,119054.0,417960.1818181818,52438.0,2018/19,MANHATTAN,40.717217,-74.000602,101.0 category,1.0 category,31.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,49.0,81.0,nan_val,9.0,328646,34113,147891,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,34113.0,125598.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.709642,-74.006619,101.0 category,1.0 category,1502.0 category,Battery Park City-Lower Manhattan,poor,popular,0,0,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,38.0,194998,10310,87749,98540.41012852485,335868.59502753214,nan_val,175.0,146.0,10310.0,82329.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.707731,-74.013706,101.0 category,1.0 category,13.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,58.0,344513,22807,155031,98540.41012852485,57306.0,5110.0,60.0,110.0,22807.0,140142.0,417960.1818181818,51350.0,2018/19,MANHATTAN,40.709139,-74.01402,101.0 category,1.0 category,13.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
C7,2,24.0,87.0,nan_val,5.0,2165000,153000,974250,98540.41012852485,335868.59502753214,nan_val,24.0,78.0,153000.0,790560.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.715304,-73.997594,103.0 category,1.0 category,29.0 category,Chinatown,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,64.0,500520,19793,225234,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.708005,-74.015531,101.0 category,1.0 category,13.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,1,1,1,1,1,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,28.0,262096,16215,117943,16215.0,117943.0,6800.0,38.35627666741522,58.19472798653954,16215.0,107764.0,16215.0,107764.0,2018/19,MANHATTAN,40.707977,-74.016729,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,very rich,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,9.0,252555,18528,113650,18528.0,113650.0,6800.0,38.35627666741522,58.19472798653954,18528.0,98349.0,18528.0,98349.0,2018/19,MANHATTAN,40.708921,-74.016505,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,44.0,542088,9565,243940,98540.41012852485,47113.0,5110.0,132.0,115.0,9565.0,215154.0,417960.1818181818,41356.0,2018/19,MANHATTAN,40.705209,-74.009998,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,100.0,76.0,nan_val,17.0,362835,17027,163276,98540.41012852485,97713.0,1920.0,100.0,76.0,17027.0,150645.0,417960.1818181818,85085.0,2018/19,MANHATTAN,40.715987,-74.010248,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,0,0,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,15.0,240810,20266,108365,20266.0,108365.0,6800.0,38.35627666741522,58.19472798653954,20266.0,97425.0,20266.0,97425.0,2018/19,MANHATTAN,40.710233,-74.017021,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
RS,4,45.83709694359836,106.55358316896779,nan_val,17.0,17182,203,7732,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,203.0,7021.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.719847,-74.007403,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,6.0,231077,10548,103985,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,10548.0,92515.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.714634,-74.009007,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
